accX,accY,accZ,gyroX,gyroY,gyroZ,pitch,roll,yaw
0.85,-0.49,0.19,-251.65,-127.26,2.32,-5.71,-10.21,-31.97
0.56,-0.79,0.52,-50.90,8.61,180.18,-4.86,-14.30,-24.81
0.26,-0.95,0.08,-27.04,26.79,-17.09,-4.55,-17.37,-25.57
0.41,-0.67,0.10,0.67,-33.81,-103.09,-8.21,-18.70,-28.94
0.31,-1.14,0.43,15.32,71.90,143.80,-3.94,-20.26,-24.21
0.43,-1.04,0.24,-9.03,59.14,-136.54,-4.48,-21.94,-30.04
0.48,-0.66,0.20,-10.99,-8.18,20.57,-5.65,-23.92,-29.02
0.53,-0.96,0.16,24.72,19.23,100.46,-4.26,-24.89,-25.49
0.59,-0.87,0.17,-35.16,144.04,-100.77,-2.06,-27.48,-31.52
0.68,-0.70,0.20,-9.52,-8.85,59.33,-2.75,-29.15,-29.20
0.45,-0.89,0.26,7.57,-11.29,56.58,-2.95,-30.38,-26.93
0.54,-0.83,0.26,-20.69,19.96,-111.94,-5.71,-32.19,-31.09
0.54,-0.88,0.38,17.46,-26.18,104.68,-5.28,-32.99,-26.87
0.35,-0.95,0.27,-17.82,-25.63,-49.50,-7.83,-35.00,-27.80
0.54,-0.78,0.25,4.15,23.99,-103.64,-10.47,-35.34,-31.63
0.57,-0.85,0.39,-33.94,-2.81,66.47,-9.82,-38.07,-29.20
0.51,-0.89,0.36,-24.35,80.44,3.78,-7.98,-39.76,-30.95
0.41,-0.85,0.30,-4.94,33.20,-76.84,-9.63,-40.51,-34.04
0.37,-0.90,0.33,4.21,-19.04,73.73,-8.76,-41.83,-31.11
0.39,-0.92,0.23,-32.17,41.75,-4.58,-8.25,-44.12,-32.20
0.46,-0.87,0.32,105.90,93.69,-145.02,-10.08,-39.66,-39.00
0.59,-0.62,0.43,-30.64,-31.86,65.80,-10.39,-41.87,-36.03
0.42,-0.95,0.42,-28.56,6.41,85.63,-8.35,-44.27,-33.51
0.56,-0.92,0.19,-29.48,15.50,-81.05,-11.13,-46.08,-36.10
0.48,-0.82,0.16,-1.46,-10.01,44.62,-10.88,-47.51,-34.34
0.36,-0.93,0.29,-19.04,-19.17,43.09,-10.50,-49.51,-32.42
0.40,-0.93,0.39,9.83,18.25,-117.31,-14.04,-48.97,-35.99
0.54,-0.82,0.28,-15.26,-11.66,80.63,-12.60,-50.89,-33.31
0.32,-0.93,0.17,-9.16,-10.07,30.03,-12.20,-52.54,-31.99
0.43,-0.89,0.32,0.73,30.58,-99.55,-15.10,-52.31,-35.35
0.48,-0.79,0.28,-16.05,-14.16,42.97,-14.67,-53.97,-33.64
0.43,-0.92,0.29,-8.67,-10.07,37.05,-14.09,-55.29,-32.25
0.41,-0.84,0.32,19.65,16.30,-100.28,-17.41,-54.20,-35.08
0.19,-0.92,0.43,-38.64,-75.01,66.41,-16.63,-57.37,-30.81
0.50,-0.88,0.31,-14.34,-6.35,-2.38,-17.40,-58.36,-30.76
0.61,-0.82,0.30,28.44,37.29,-117.37,-21.23,-56.26,-34.67
0.43,-0.89,0.48,-4.70,-103.64,142.76,-18.70,-59.06,-27.63
0.54,-0.93,0.28,-17.58,20.63,-56.15,-20.95,-59.59,-29.47
0.68,-0.37,0.12,46.94,22.95,-111.33,-25.56,-56.07,-33.03
0.33,0.03,0.45,-81.18,-95.89,32.71,-27.31,-59.52,-29.37
0.36,-1.00,0.28,2.26,8.67,119.14,-22.72,-60.98,-26.84
0.04,-1.09,0.31,-6.65,29.30,-139.71,-26.26,-60.06,-30.75
0.39,-0.67,0.21,-12.70,-3.97,5.92,-26.25,-61.17,-30.25
0.23,-1.03,0.31,2.08,39.55,104.37,-21.31,-61.88,-29.38
0.24,-1.31,0.20,61.65,58.72,-258.73,-28.63,-56.85,-37.06
0.39,0.24,0.81,0.18,17.27,-33.63,-29.75,-53.77,-39.72
0.58,-0.82,0.55,-95.52,-78.37,273.86,-22.19,-61.81,-30.29
0.08,-0.93,0.22,-55.85,3.60,10.38,-21.07,-64.65,-30.02
0.10,-0.43,0.13,194.21,162.54,-36.50,-19.88,-56.71,-34.47
-0.81,0.77,0.17,37.96,7.51,-206.48,-25.14,-52.07,-40.22
-0.81,0.45,0.41,-7.39,-44.92,-20.87,-25.36,-51.30,-39.85
1.20,0.65,0.73,69.76,25.02,414.92,-13.55,-50.46,-30.35
0.53,-0.60,0.42,-124.63,82.95,40.65,-11.13,-55.18,-31.99
0.10,-1.13,0.18,41.38,-80.87,119.87,-8.81,-55.47,-26.33
-0.01,-1.10,0.08,-83.31,145.75,-128.54,-9.65,-58.70,-33.93
0.45,-0.59,0.33,21.97,-1.77,-24.17,-11.43,-57.78,-34.39
0.33,-1.05,0.35,-28.44,-107.06,122.13,-9.63,-60.59,-28.01
-0.05,-1.12,0.14,0.79,56.15,-111.21,-11.95,-60.63,-32.06
0.37,-0.69,0.25,6.53,-6.53,-88.20,-15.74,-60.32,-33.55
0.25,-1.02,0.30,5.49,-27.95,142.88,-11.20,-61.52,-29.56
-0.01,-0.87,0.35,-18.55,-0.43,8.79,-10.45,-62.55,-29.33
0.33,-0.96,0.36,2.32,50.60,-131.65,-14.45,-61.77,-33.63
-0.06,-0.37,1.02,12.39,198.30,-17.40,-10.55,-58.13,-41.38
0.00,-0.75,0.71,-62.38,-424.32,75.44,-15.68,-63.96,-24.85
-0.20,-1.03,0.34,22.83,-133.24,47.24,-15.24,-64.87,-18.94
0.54,-1.11,-0.09,34.55,275.33,-167.60,-16.72,-60.86,-32.01
0.08,-0.31,0.52,50.60,97.47,-37.90,-15.71,-56.44,-36.63
0.27,-0.87,0.71,-83.37,-119.93,106.26,-14.45,-61.23,-30.18
0.21,-0.88,0.35,-52.67,-101.01,117.25,-12.02,-64.94,-24.25
0.45,-0.86,0.49,53.04,198.73,-199.28,-15.91,-59.98,-35.32
-0.05,0.35,1.07,25.02,-12.08,5.25,-15.74,-56.80,-35.41
-0.04,1.00,0.68,27.89,28.08,-161.56,-20.47,-51.96,-40.92
-0.82,0.23,0.41,-12.51,-17.58,-75.68,-21.36,-50.75,-42.74

