accX,accY,accZ,gyroX,gyroY,gyroZ,pitch,roll,yaw
0.89,-1.96,-0.36,-59.57,-14.89,321.11,-15.32,-92.39,-40.41
1.58,-1.63,-0.60,58.65,94.79,-227.11,-25.46,-89.19,-44.17
-0.77,0.16,-0.13,7.02,-56.21,-200.62,-31.64,-90.52,-41.44
-0.95,-0.07,-0.09,-15.20,43.64,205.14,-21.52,-90.47,-43.37
0.80,-0.86,-0.07,-43.76,-53.04,256.96,-12.06,-92.88,-41.45
1.76,-1.07,0.08,-0.92,0.12,-51.15,-15.75,-92.76,-41.39
0.80,-0.52,-0.11,-21.42,15.08,-262.76,-27.67,-93.86,-41.27
-0.54,-0.18,0.27,-139.28,15.75,-153.26,-31.83,-98.19,-41.86
-0.38,-0.13,0.19,28.87,58.11,284.91,-18.94,-94.24,-46.34
0.70,-1.40,0.02,-70.25,-100.10,199.83,-10.90,-97.68,-43.17
1.22,-1.57,-0.03,17.94,39.86,-221.62,-20.87,-96.59,-43.70
0.44,0.11,0.16,6.96,41.93,-185.06,-30.52,-95.10,-44.99
-1.52,-0.20,-0.08,-14.59,26.06,-196.90,-36.32,-95.59,-45.26
0.02,0.17,-0.17,-79.71,36.19,218.99,-28.89,-99.22,-47.08
0.90,-1.63,0.50,-54.63,13.18,208.13,-20.87,-99.53,-49.66
1.09,-1.67,0.09,40.83,17.33,-185.73,-28.77,-97.61,-49.34
0.65,0.33,0.08,28.32,17.03,-181.15,-38.26,-96.46,-49.16
-1.13,0.23,-0.03,-13.98,63.42,-158.69,-43.33,-95.56,-51.46
-0.06,-0.08,0.11,-72.20,-9.28,241.15,-32.35,-95.81,-53.77
1.42,-1.91,-0.85,30.64,-286.80,217.41,-22.24,-100.50,-42.13
0.38,-0.68,-0.00,-69.09,-143.37,-185.91,-28.38,-106.31,-34.19
0.66,0.92,0.33,160.03,110.17,-76.72,-34.28,-97.44,-38.72
1.08,-0.57,-1.00,66.83,-67.81,-143.98,-40.25,-99.10,-33.33
0.63,1.38,-0.18,-68.85,-144.59,152.83,-35.02,-106.06,-27.28
0.10,0.60,-0.27,69.27,14.65,-155.27,-42.36,-106.09,-24.69
1.34,-0.39,-0.51,23.07,26.12,-362.18,-57.25,-110.37,-18.48
0.11,1.65,0.39,-45.04,-110.17,84.35,-54.32,-116.79,-13.07
-0.03,0.95,-0.55,-4.39,91.25,-223.57,-64.64,-123.14,-7.18
0.06,-0.21,-1.61,-53.83,6.77,-112.18,-66.63,-134.92,2.59
0.99,0.57,-0.39,-38.09,-156.74,200.74,-57.66,-136.61,2.07
1.30,1.47,0.46,-80.51,95.64,-134.58,-65.89,-145.33,7.79
0.84,0.89,-1.53,104.61,225.40,24.11,-71.56,-128.22,-6.58
-0.06,0.37,-3.24,-52.12,-307.13,148.32,-57.50,-143.76,7.16
0.01,0.70,0.07,10.38,-131.71,35.77,-53.54,-148.97,12.85
-1.34,0.40,1.05,-37.29,-168.15,218.38,-43.60,-145.78,6.83
0.84,-0.22,-0.40,195.19,-174.50,-270.87,-44.07,-150.62,24.79
-0.16,-1.27,2.25,322.33,175.78,-102.23,-52.53,-133.49,21.02
-0.16,-0.54,0.90,304.50,-5.19,-304.38,-61.46,-130.09,32.99
0.46,0.26,2.03,-79.10,-126.89,-300.78,-66.39,-157.29,60.27
3.52,-1.66,-0.89,73.55,-383.42,-10.25,-52.39,-162.68,70.05
1.72,-0.81,-0.26,-157.35,-239.69,-562.74,-44.31,165.98,103.51
0.71,-0.78,-0.57,-154.91,200.56,-440.92,-44.64,142.84,129.07
2.05,-0.18,-1.58,-193.30,-452.51,-250.06,-25.17,138.84,123.91
1.76,-1.66,-0.03,-164.73,127.87,-310.30,-21.67,128.10,136.87
0.42,-0.37,-0.21,-193.97,-104.49,-121.22,-17.08,122.09,135.73
1.77,0.33,-0.65,-318.66,323.79,-234.37,-15.56,105.25,151.98
-0.83,0.07,0.18,-126.28,185.06,48.28,-16.82,98.24,159.06
2.22,3.57,0.77,-245.06,325.01,57.56,-19.92,83.45,-187.11
-0.55,-0.49,0.70,26.00,76.66,-145.32,-12.94,82.01,-184.11
-0.50,-0.43,0.83,60.12,64.39,-69.09,-9.00,82.03,-181.45
-0.39,-0.35,0.61,285.83,155.70,-35.89,-6.27,90.77,-174.93
2.00,1.69,0.13,-607.30,541.44,-65.25,-0.98,65.52,-154.55
1.08,-0.30,0.85,65.49,625.18,-196.90,14.08,68.94,-134.79
0.01,0.36,1.12,-225.34,36.07,-23.07,15.11,58.29,-134.29
-0.36,-0.53,0.89,-127.20,265.26,8.91,21.36,53.92,-125.46
1.03,-0.33,-0.50,105.04,143.98,72.51,20.53,60.95,-118.53
0.88,-1.11,1.24,452.09,-291.38,-112.98,19.38,72.36,-132.44
0.41,0.70,0.13,-161.01,228.94,-61.83,22.94,69.19,-123.92
-0.31,-0.82,0.28,-124.39,-54.99,-36.62,24.67,61.53,-127.45
1.79,-0.28,-0.19,141.72,283.08,40.83,25.72,72.39,-115.42
1.12,-0.81,0.33,452.94,-428.77,-11.60,21.41,82.16,-133.97
-0.29,-0.18,0.41,-43.76,197.75,-113.10,28.27,81.64,-126.80
-0.85,-0.03,0.67,-72.27,-22.83,4.21,29.40,76.60,-128.64
-0.49,-0.27,-0.12,-558.47,-55.66,-54.69,32.66,52.88,-132.43
0.49,-0.07,-0.73,84.35,155.27,-20.20,36.22,61.12,-125.75
1.23,-0.72,1.63,132.81,-112.73,-297.97,42.87,55.73,-140.12
0.06,0.37,0.78,-44.43,338.68,-147.03,53.41,61.71,-128.59
-0.18,-0.41,-0.27,-102.78,-2.69,-265.56,64.09,47.13,-140.85
1.93,-0.09,0.06,-25.63,94.48,-154.36,69.96,41.64,-145.51
0.99,0.19,-0.02,-95.15,-18.13,-217.53,72.65,15.59,-169.24
-0.06,0.27,-0.47,-13.55,-60.49,-107.48,72.74,4.73,-180.62
0.46,-2.09,0.04,640.99,53.65,315.37,69.28,58.49,-149.82
1.63,0.14,0.11,-88.68,107.48,-144.23,74.67,57.96,-146.63
-0.36,0.21,0.21,18.01,107.12,-143.74,80.37,60.33,-144.33
-0.94,-0.20,-0.14,-1.34,-37.29,-48.95,81.66,41.94,-162.91
0.78,-0.55,0.78,129.64,-89.17,-154.30,78.89,-9.23,139.18
1.23,-0.20,-0.56,-110.23,-208.01,-106.51,70.64,-20.18,132.07
-0.03,0.16,-0.16,84.72,-222.60,-61.16,63.57,-13.58,135.32
-0.42,0.41,0.55,366.52,-265.56,-86.06,52.23,0.11,133.64
2.18,0.45,-0.20,-18.31,157.10,65.49,57.07,4.14,139.15
0.80,-0.18,0.10,-406.31,-117.92,80.87,51.48,-8.56,144.02
0.28,-0.40,0.23,-242.55,-228.09,120.30,41.81,-13.49,151.77
0.07,-1.41,-0.79,119.08,-301.51,173.40,31.52,-4.89,160.89
-0.17,0.05,0.52,-22.83,2.32,-280.15,29.45,-11.87,148.30
1.84,-0.11,0.25,93.08,-257.57,-138.73,16.29,-9.73,144.44
0.39,-0.01,-0.48,164.92,41.38,-164.98,16.16,-5.47,137.29
2.02,0.41,1.68,106.26,165.10,-315.61,19.52,-4.96,123.65
-0.66,0.06,0.09,23.80,228.39,-244.32,29.42,-8.63,111.90
0.84,-0.99,1.50,127.69,-54.81,-13.31,25.43,-4.68,111.05
0.65,-0.39,-0.15,83.86,-192.32,-51.21,16.11,-3.17,108.87
0.84,-0.03,-0.03,71.78,417.79,-59.75,30.43,-1.75,105.45
2.34,-0.99,1.26,-55.60,391.60,122.56,43.96,-1.54,110.51
-0.56,-0.31,-0.15,-13.85,250.43,-91.19,55.15,-9.27,102.12
1.38,-0.96,-0.38,139.40,34.24,-188.35,53.91,-16.75,87.05
0.55,0.31,-0.58,-66.96,-15.14,-130.49,52.01,-25.10,79.67
-0.36,0.49,0.72,-187.50,371.15,147.22,67.39,-32.40,78.54
-0.71,0.63,0.45,-22.71,-13.49,8.06,67.41,-27.43,84.18

